964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
1173.228000  -0.000014   0.000021
1332.492000   0.000013   0.000020
121.777000   0.013248   0.030700
244.700000   0.057755   0.054800
344.278500   0.028394   0.020700
443.965000  -0.110863   0.056700
778.904500  -0.052853   0.016200
867.380000  -0.043661   0.023600
964.057000  -0.006354   0.012800
1112.069000   0.018432   0.014800
1212.948000  -0.022904   0.029600
1299.142000  -0.019123   0.024500
1408.006000   0.012888   0.008800
846.510000  -0.011242   0.003600
1037.843000   0.006378   0.005100
1238.288000   0.000862   0.002900
1360.212000   0.119264   0.015300
2015.215000   0.013402   0.007900
2034.791000   0.008834   0.004400
2598.500000   0.008670   0.002600
3009.645000  -0.001323   0.009000
3202.029000  -0.011720   0.005000
3253.503000  -0.012596   0.003100
3273.079000  -0.012211   0.006500
3451.232000  -0.016267   0.009600
 53.162200   0.004495   0.009560
 80.997900  -0.004043   0.009930
276.398900   0.022940   0.013600
302.850800  -0.018809   0.012000
356.012900   0.001848   0.007710
383.848500  -0.001669   0.010190
